id_comentario_anonimizado,comentario,final_misoginia,flag_misoginia,final_toxicidade,flag_toxicidade
comentario_238743,"Cativar a nora?Nem sempre é possível. No caso da minha cunhada, descobrimos que ela gosta de colar velcro e casou com o meu irmão apenas para esfregar na cara do ex-marido dela e tentar limpar a imagem dela na cidade de onde veio. Infelizmente, ele não acredita e acha que não gostamos dela por já ter sido casada, mas não é o caso. O que é inadmissível e irremediável é a motivação do primeiro divórcio. Não dá para compatibilizar.",0,0,1,1
comentario_2021981,Você não conhece a lei de Deus!,0,1,0,1
comentario_2238960,Será que ela tá por fora do preço de mercado😂😂😂,0,1,0,1
comentario_2571636,"Que relacionamento de mãe e filha é esse????? Vou ali vomitar e já volto.🤢🤮Peloamordedeus!!! Aí reclama que filho/a não respeita!?!?!?!?Tenho 1 filha de 20 anos, jamais falei com ela assim. Respeito sua individualidade e ela a minha. Somos mãe e filha, com muito amor, mas muito respeito também.",0,1,1,1
comentario_838162,Só tem duas coisas para tirar esse vazio perdão e Jesus ninguém tampa esse vazio a não ser ele,0,1,0,1
comentario_24924,Essa não é a mesma que disse que se apaixonou pelo cliente?,0,1,0,1
comentario_216968,Fake... foca em mostrar mulheres pilantras que essa é sua praia.,1,1,1,0
comentario_1946603,@  100% … as pessoas esquecem que tudo tem jeito,0,1,0,1
comentario_217989,"Recalcadas e invejosas, todas empoderadas pelo tal feminismo imbeçilado e mentiroso!!",1,1,1,1
comentario_1689159,A gente não perdeu nada kkk. Só ganhamos cada vez mais conhecimento sobre as coisas.,0,1,0,1
comentario_2260089,"justo, elas fazem isso a séculos, nós tbm podemos",0,1,0,1
comentario_1675386,"Boa noite Dom sandro, acredito que o caso da Russia seja diferente, eles não querem feminismo por lá.",0,0,0,0
comentario_970914,"casa locada , carro locado ou em nome de terceiro comprocuração e cripto hehehe",0,1,0,1
comentario_1031395,Concordo plenamente...sem noção,0,1,0,0
comentario_2416819,As mulheres estão indo para academia de calcinha. Mulher vulgar sem valor.,1,1,1,1
comentario_2956079,900  Reais não paga nem metade do meu aluguel,0,1,0,1
comentario_2561405,"1) Se o serralheiro errar 1 milímetro, ele perde a unha, não a mão.2) O cara que sobe no poste e troca fios e transformadores não será eletrocutado, porque quando ele está lá em cima mexendo, a rede é desligada.3) Quem trabalha com esse tipo de serviço geralmente não tem um salário que permita ir para a balada, pegar a sessão da meia noite (sessão essa que mesmo quem não trabalha braçal dificilmente vai querer ir, pois trabalha no dia seguinte...), restaurante etc.4) Geralmente a esposa de um trabalhador braçal é uma trabalhadora braçal também, que também, caso a renda permitisse, não teria ânimo para ir ""bater canela todos os finais de semana"".Não entendi qual a mensagem desse vídeo. Talvez livrar certas mulheres de serem taxadas de interesseiras ao não querer se envolver com trabalhadores braçais? Justificar o famoso não me envolvo com pobre?Só pode ser, porque esses argumentos estão totalmente fora da realidade!",0,1,0,0
comentario_1735224,tem alguns de nós que passamos por coisas que você ficaria com depressão.,0,1,0,1
comentario_1782216,Mulher com filho…. Nem de graça,1,1,1,1
comentario_303399,O Meu dinheiro sempre será meu e o dela sempre será dela. Quando estivermos juntos pagamos meio a meio tudo. Se separar cada um pega o seu e vaza. Só assim funciona!,0,1,0,1
comentario_1700383,"Na verdade, todo o ser humano depende um do outro. Nós homens gostamos do mais simples, de conversas tranquilas sobre tudo, especialmente se tiver algum humor ou resolver questões. Elas, não. Tentam a todo o custo se exibir para os outros e projetam essa necessidade em nós.",1,1,1,1
comentario_636890,Mau ela sabe que é somente pó da terra tudo isso acaba e daqui a 100 anos não se tem mais lembranças,0,1,0,1
comentario_3003872,"Fala, professor!!! Excelente vídeo!!! Muito obrigado por mais uma aula!!!Meus amigos, nada melhor do que a paz interior que a solitude traz!! Continuem focados em seus objetivos!! Escutem e, sobretudo, coloquem em prática o que é dito pelo professor !!JAMAIS SE CALE PROFESSOR SANDRO!!! FORTE ABRAÇO!!!",0,1,0,1
comentario_429423,"   Você é cego não é mesmo. Lê direito. Eu disse a primeira coisa que eu analiso, PRIMEIRA. Eu não disse o resto. A minha lista têm mais de 20 itens.",0,1,1,1
comentario_1146541,Aiai o pessoal pede igualdade mas quando da merda reclama dos homens😑😑😑😑,0,0,1,0
comentario_100501,"De filho imaginário,buscai ao Senhor esquento se pode achar 😢",0,1,0,1
comentario_1920357,"A menina falou aquilo pois é essencial em treinos tentar fazer sozinho, sem ajuda, não foi por feminismo ou femismo, pode ver também que no final do primeiro clipe, ela também ri junto com o instrutor, devem ter intimidade ou serem amigos, não espelhem calúnia por favor.(obs, não estou defendendo o feminismo ou o femismo, eu apenas disse a talvez verdade dos clipes)",0,0,0,1
comentario_641762,Nem toda sogra mas sempre uma sogra,0,0,1,0
comentario_404955,"Julgou o livro pela capa😢 não é galinha, mas levou o farelo 😂😂😂💪☄️👊👊👊",0,0,1,1
comentario_1817334,"Quando a mulher respeita, ela leva chifre",1,0,0,0
comentario_516322,Parece o rosto do Daniel alves kkk,0,1,0,1
comentario_350075,"Sim concordo, mais falei em questão de narrativa. Porém não importa se o cara é  minimamente apresentável  a máscara cai, até chads destacados estão se lascando.",0,1,0,1
comentario_1479907,"Quando tu coloca o material na frente do pessoal, já fica esperto, silada bino. 🤣",0,1,0,1
comentario_2377232,"Ela deixou de ser o padrão de mulher compativel com  os caras aqui dos comentários, por isso estão julgando ela, quando estava como uma prostituta nenhum deles aqui falou mal dela, muito pelo contrário até gostavam, que ela siga firme genuina na sua conversão.",0,0,0,0
comentario_1529227,"JESUS CRISTO te ama e te perdoa pelos teus pecados, basta arrepender-se, renuncia-los e não comete-los novamente.
Obedeça os mandamentos para que não venhas a entristecer o ESPÍRITO SANTO DE DEUS, para que não afaste o ESPÍRITO SANTO DE DEUS da sua vida.

MARCOS 12: 30-31.
30. Disse-lhes Jesus: e tu amarás o Senhor teu Deus com todo o teu coração, e com toda tua alma, e com toda a tua mente, e com toda a tua força; este é o primeiro mandamento.
31. E o segundo é semelhante, a este: Tu amarás o teu próximo como a ti mesmo. Não há outro mandamento maior do que estes.

MARCOS 7: 21-23.
21. Porque do interior do coração dos homens, procedem maus pensamentos, adultérios, fornicações, assassinatos,
22. roubos, cobiça, maldade, engano, lascívia, inveja, blasfêmia, soberba, insensatez;
23. todas estas coisas más procedem de dentro e corrompem o homem.

1 CORÍNTIOS 6: 9-10
9. Não sabeis que os injustos não herdarão o reino de Deus? Não vos enganeis; nem os fornicadores, nem os idólatras, nem os adúlteros, nem os efeminados, nem os abusadores de si mesmo com os do sexo masculino, 
10. nem os ladrões, nem os cobiçosos, nem os bêbados, nem os difamadores, nem os extorquidores, herdarão o reino de Deus.

GÁLATAS 5: 19-21
19. Ora, as obras da carne são manifestas e aqui estão: Adultério, fornicação, impureza, lascívia,
20. idolatria, feitiçaria, ódio, discórdia, rivalidade, ira, porfia, rebeliões, heresias,
21. invejas, homicídios, bebedeiras, orgias e outras coisas semelhantes. A respeito dessas coisas vos falo, como já vos falei outrora, que os que praticam tais coisas não hão de herdar o reino de Deus.

APOCALIPSE 20: 15
15. E todo aquele que não foi encontrado inscrito no livro da vida foi lançado no lago de fogo.

APOCALIPSE 21: 8
8. Mas os medrosos, e incrédulos, e os abomináveis, e assassinos, e devassos, e feiticeiros, e idólatras e todos os mentirosos, terão sua parte no lago que arde com fogo e enxofre; que é a segunda morte.


Não deixe para amanhã, aceite hoje a JESUS CRISTO como o seu único e suficiente salvador.
E se você se afastou, volte pra JESUS pois ele não te esqueceu e luta por você para que você creia nele e assim não pereça mas tenha a vida eterna. (JOÃO 3: 16)
Não se esqueça que JESUS pagou com o próprio sangue inocente na cruz do calvário para que você e eu fossemos perdoados pelos nossos pecados e para que não pecássemos mais.
JESUS veio ao mundo não para condena-lo, mas para que o mundo possa ser salvo através dele. (JOÃO 3: 17)
DEUS de Israel seja Exaltado! JESUS seja Louvado! Que a paz e o amor de JESUS CRISTO esteja com você e com toda a sua família.",0,1,0,1
comentario_2130854,Ate parece que todos os Homens do mundo vão encontra a segunda mulher digna de se chama de mulher para casar!,1,1,1,0
comentario_1806647,Ela tá certa em por o filho acima dela .. agora quem quiser segurar esse B.O,0,0,0,0
comentario_1738497,Qual o nome da músicas do final do video ?????,0,1,0,1
comentario_636936,😂kkkkk 😅kkkkk kkkkk Tudo mentira?,0,1,0,1
comentario_2925937,"Passou na malhação , tá aprovado podem contratar rede globo",0,1,0,1
comentario_1760855,Mais um no colo da Medusa. Quando ele olhar pra trás vai perder tudo e vai ficar duro como pedra.,1,1,1,1
comentario_2881392,e vc será jantado pela direita esquerdinha. Kkkkkkk,0,1,1,1
comentario_1234245,Primeiro comentário coerente aqui!,0,1,0,1
comentario_2719705,"A Feminista, peço desculpas, mas não sei o nome dela, pontuou algo muitíssimo verdadeiro: não se consegue clivar quem é a persona Silas do celibatário involuntário. Ir à praia de terno não é razoável, nem mesmo à saúde. Inconscientemente, Silas criou um personagem e se perdeu nele.",0,1,1,0
comentario_579302,EMPRESA QUE INVESTE NOS FUNCIONÁRIOS DEPOIS JOGA ISSO NA CARA DOS FUNCIONÁRIOS NÃO MERECE SER CHAMADO DE EMPRESA,0,1,0,0
comentario_261776,"Um absurdo a lei proteger bandidos, não quer ser exposto é só não roubar.",0,1,1,0
comentario_1445599,"Meu irmão !!  Traição não tem perdão !! Nunca, nunca, nunca, nunca, nunca, nunca, nunca .. Otário palhaço 🤡🤡 Entregar p o recebido da foto ..",0,1,1,1
comentario_816871,"estava conversando sobre isso com um amigo ontem, a gente iria descer no carnaval, e acabamos desistindo porque foi acontecendo uma série de imprevistos. E na conversa a gente foi concordando que enquanto a gente corre atrás de mulher elas estão curtindo a vida e você está deixando de viver a sua vida",0,0,0,0
comentario_1016868,Sozinho me deito me levanto com dinheiro 💰 e Paz 🕊️🎩😎🤙,0,1,0,1
comentario_2544425,"Boas mulheres são raridade hoje em dia, quem tiver a sua trate bem por que de duas uma, ou ficar sozinho ou com uma dessas tranqueiras de hoje que não valem nada. Falou muitíssimo bem a moça do vídeo.",1,1,1,1
comentario_2962114,"Moral da história, nunca teja amigosPorque os amigos dão inimigos",0,1,0,0
comentario_2693359,"n tem pra onde correr, se a mulher ta em casa ela fica na desgraça do célular o dia todo conversando com macho, se trabalha alguém do trabalho vai pegar, estamos fudido kkkkkk Kkkkkk",1,1,1,1
comentario_2126275,"Previsível, como sempre achei: pode apertar o torniquete, que sempre vazará. Não adianta.",0,1,0,1
comentario_839780,Se ja pensou na traição o casamento ja acabou nesse exato momento 😂😂😂😂,0,1,0,1
comentario_2919392,Ela usou os 900 em alguma droga 😂😂,0,1,1,0
comentario_2973566,"Cuidado para não ser matéria no cidade alerta, Brasil urgente, Jornal da Record, Jornal da Globo, etc, etc, etc, etc.",0,1,0,0
comentario_2390310,Poderia ser até pobreAinda bem que ela confessou tudo o que qualquer um não gostaria de saber.,0,1,0,1
comentario_1131157,"O passado importa sim! Inclusive o passado do homem, as mulheres não devem se envolver com homens rodados  que já foram pra cama com várias parceiras.",0,1,1,0
comentario_2443622,O homem é um pirulito desembalado.,0,1,0,0
comentario_1331384,"Não entendo o que ela fala , blá blá blá blá , a mente  dela funciona assim ?",0,0,1,1
comentario_2486417,o problema dos homens é colocar os bens no próprio nome.😂😂,0,1,0,1
comentario_2712895,"Tiago, pedir pra namorada não usar tal foto porque EU nao gostei, é correto ou é fraqueza minha em supor coisas?",0,1,0,1
comentario_992506,"""Supostamente progressistas""É a mesma ladainha de ""Cuba não é o verdadeiro comunismo, Nicolas Maduro é direitista"" e por aí vai.O pior cego é aquele que não ver.",0,1,0,0
comentario_616913,"Ela não abriu igreja , se poupe da ignorância.",0,1,0,0
comentario_2017398,"Pode ter sido pior do que isso: pode ela ter dito isso para ele ficar com nojo e não querer beijar ela, mas quem estava com nojo dele era esse dragão que queria um moreno tatuado com cara de bandido! Vai saber. Delas se espera tudo!",1,1,1,1
comentario_1572866,Difícil opinar já que não conhecemos a história!!,0,1,0,1
comentario_221512,E pq tem filhas que não concordam com esse pensamento do pai msm o pai ter criado desde pequena ensinando os valores de uma mulher? Será que é por causa de influência da internet? Amizades ou sla?,1,1,0,1
comentario_244642,"A intenção deve ser essa pq se tem vídeo,  17 pessoas,  o dono da academia todos testemunhas,  o que a polícia precisa mais pra entender que esse não fez nada e essa puta tá bancando a secretaria do demônio destruindo famílias prendendo um inocente enfim ou a justiça tá mesmo cega  ou própria justiça se rendeu a maldade e a difamação das famílias.",1,1,1,1
comentario_2258318,"Venha me conhecer minha filha. Duvido que não exista homem solteiro de verdade, nada de pedreiro aqui.",0,1,0,1
comentario_3030363,"eu não duvido que seja verdade, porque um cara ia levar e buscar de moto a sua digníssima esposa que ""trabalhava"" na Vila Mimosa / RJ.  !!!",0,0,0,0
comentario_298435,"Ela fazendo a propaganda da prostituição, só pode.....",1,1,1,1
comentario_2994460,"deixa eu adivinhar, a amiga dele mesmo sendo tao incrivel, com 35 anos ta solteira?",0,0,0,0
comentario_469702,"Sou homem ,queria arrumar uma mulher dessa pra eu ficar  em casa.😂",0,1,0,1
comentario_1833219,"@  existem casos específicos onde a pessoa quase não muda, mas a regra é que haverão muitas mudanças e isso é inegável.",0,1,0,1
comentario_2259335,"Oxi oxi oxi, vou nem zoar, vai que é doença!",0,1,0,0
comentario_607000,"90% DAS MULHERES,  SÃO  DO "" JOB"". PIRANHAS, MESMO.",1,1,1,1
comentario_1675680,Kkkkkkkkkkkkkkkkk se a moda pega..Tinha que ser cristão a raiz do mau hoje em dia.,0,1,1,1
comentario_1838833,"é igual sair num dia chuvoso, só de guarda-chuva e com CAPA DE PROTEÇÂO e lógico, com todo cuidado para não se molhar ou se sujar no trajeto.",0,1,0,1
comentario_1720417,DEUS TE ABENÇOE MOÇA!! VOCÊ FALOU TUDO É ISSO MESMO.,0,1,0,1
comentario_1902907,Todo castigo para mangina é pouco !,0,0,1,1
comentario_716752,"Esse é um pai raiz, parabéns pai",0,1,0,1
comentario_1828966,Kkkkkkkk acho que tu não sai de casa ou mora na europa,0,1,0,0
comentario_1036321,Parece que alguém surtou a carteira de outrem,0,1,0,0
comentario_1130715,"@  sei perfeitamente. Basicamente é o entendimento oposto que falei antes. É o entendimento da consciência geradora da realidade, que tal realidade é em decorrência da interpretação do mundo de cada sujeito. E é completamente o que o miorim faz, ele parte de um mundo ideal do que ele entende como capitalismo para produzir o entendimento dele e tentar colocar em prática sua utopia. Os marxista não elocubram sobre o comunismo exatamente por este ainda não existir. É o entendimento do funcionamento do capitalismo como ele é, suas contradições e formas de superá-las",0,1,0,1
comentario_325552,Isso é uma coisa que é só de vc.s muito amor com o menino do pibão,0,1,0,1
comentario_1685210,Cara fala bobagem mulher de valor ñ aceita vagabundo não,1,0,1,0
comentario_788050,Hoje estou com vontade de comentar. Se ela tá ganhando mais e quer separar pede pensão,0,1,0,1
comentario_912383,Justiça antigamente era só para ricos hoje mudou 😂😂😂 é para ricos e mulheres..Deveria é ser presa e ainda devolver tudo que recebeu indevidamente.,1,1,1,1
comentario_669603,Isso serve de lição pra os dois lados da moeda ( vice-versa).,0,1,0,1
comentario_6143,eu sou homem e discordo. Como assim obrigação de transar ? tem uns cara que parece um tarado sedento quer ta 24 hs dentro de uma vagina e a mulher é obrigada a aceitar pq assinou um papel. parece que depois que casa vira propriedade 😂,0,1,1,0
comentario_1318244,Imagina receber conselho de um Enzo desse ai . Tomando vinho 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,0,1,1,1
comentario_2999482,"Agora o investimento dela vocês querem, né?!? rsrsrs",0,1,0,1
comentario_2578922,"Sandrão, será que em algum universo paralelo vai existir o canal da Signora Sandra falando pras mulheres “quer se lascar se lasquem”?? Kkkkkkkk",0,1,0,1
comentario_869753,"@ .Bittencourt  ele falou que se achar alguma mulher boa pra ele , nem pensaria em trair ou largar ela",0,1,0,1
comentario_2164690,"@  Obs: á única coisa que você nós esclareceu, é o fato de você passar de mão em mão para chegar á essa conclusão, e isso evidência á sua promiscuidade, portanto você não tem valor para relacionamento, hahaha! Sinto lhe dizer, más nós homens preferimos mulheres apertadas e virgens. Portanto você está descartada para nós! Durma com isso.",1,1,1,1
comentario_667323,"E vai aconselhar! Perde a amizade, vai achar que você quer furar o olho",0,1,0,1
comentario_1353728,🗿 - Antiotario🔱 - Masculino🚩 - Red Flags🔞 - Antiporn*🧘 - Lições Perpétuas🔐 - Entrada no Grupo PrivadoEsse é apenas o começo! 📚🗿👇🔗 | https://hotm.art/ImperioCombo,0,1,0,1
comentario_2741365,"Se elas tem caráter, pra fazer todos estes filhos. Precisam ter responsabilidade pra criar estes inocentes",0,1,0,1
comentario_2160544,Kkkkkkkkkkkkkkk o dono desse canal está sofrendo junto com ela!,0,1,0,1
comentario_920300,Eu admiro vc ainda está com está mulher kkkkkkk,0,0,1,1
comentario_1170385,Agora com a gravação  o corno já sabe a catraia kkk,0,1,1,0
comentario_2493038,Endrick não confia nas camisinhas que a sua namorada oferecer na hora do coito. E se for no pelo não seja ingênuo de rechear o bombom com o licor da vida. Se é que vc me entende.,1,1,1,1
comentario_980477,Mas têm os casos em que o ex é quem faz questão de pagar pensão pra filha da ex que o pai biológico não paga. Terminei o relacionamento com um assim. A ex vivia ligando cobrando algo e ele achava que estava certo. Saí fora! Acho que pagava a pensão pra filha pra continuar tendo acesso à mãe! Ora se não!,0,1,1,0
comentario_26780,"O QUE É ROD4D4 PRA VCS?Rodada é quem transa com qqr namorado! AAA MAS A MINHA SÓ TR..PAVA COM COMPROMISSO.AHAM! Te garanto que só NÃO ficou com o ex, porque o EX NÃO QUIS.Salvo algumas raras exceções. Que eu nao quero conhecer.",1,1,1,1
comentario_1011432,"@  Debate significa justamente confronto. Significado: ""Modelo de contestação baseado na argumentação onde duas, ou mais, ideias conflitantes são defendidas ou criticadas com base em argumentos.""",0,1,0,1
comentario_2705482,"Pior que ela, é os clientes dela,Lei de mercado: se alguém oferece alguém compra, se alguém quer comprar então alguém oferece",0,1,1,0
comentario_1858242,sabedoria do don :  uma colher com um enzo pode roubar mais do que um homem armado !!,1,1,1,1
comentario_2836600,"100 mil na conta, do de entrada em um civic 😂E depois pego várias dessa aí ou até melhor 😂",1,1,1,1
comentario_1021717,Meu amigo você   nao está preparado para nada porque o sentiEnto amor a gente não  escolhe o amor acontece é  como um acidente e n,0,1,0,1
comentario_544401,Sabe lá  o que  o espera lá  dentro. Tem que desconfiar  mesmo oferecida 😂😂,1,1,1,1
comentario_2778429,Blogueira preferida et meu ovo,0,1,1,1
comentario_1674030,Quem é esta senhora? Vou começar segui-la.,0,1,0,1
comentario_2835700,"Algumas mulheres n entendem, q homem n consegue ficar sem mulher, já q mulher demora mais a se relacionar, n maioria das vezes.",1,1,1,1
comentario_714002,"Sou de uma geração que não acompanha influenciadores  e artistas muito menos esses 💩 de reality shows, mas essa daí é meio doida fora da casinha, que é essa doida aí kkkk😅😅😅😅😅",0,1,1,1
comentario_730961,Se fosse o contrário o cara seria preso por a$$edio e responderia um processos nas costas e teria o nome manchado,1,1,0,0
comentario_2185348,"  ele ache que  não consiga namorar porque as minas tem vergonha de se aproximar e puxar. Mas isso é um mito, as mulheres realmente vão puxar assunto quando verem um homem atraente.",0,0,0,0
comentario_2008268,Aí esse maluco acertou... agora sim🎉,0,1,0,1
comentario_1492611,"Ei padrinho, prato cheio pra você, o GADO do Arthur Petri ferrou com um amigo de longa data por causa de birra da mulher.",1,1,1,1
comentario_2924445,Rapaz... Não sei se deixo like ou deslike...É sério que tem gente que paga ingresso pra ouvir isso?!... Lamentável!,0,1,0,1
comentario_2331106,"Concordo plenamente com ela, não foi um erro, foi uma escolha. Cuidado guerreiros, caráter não é pra muitas.",1,1,1,1
comentario_2605921,@  olha aeeeeww põe um queijinho aeeew um presentinho na lasaaanha kkkkk,0,1,0,1
comentario_1000097,Ser deus feis porquer cabe kkkk,0,1,0,1
comentario_1282667,Mulher assim é só água e pau guerreiro se vc ainda não aprendeu...paciencia,1,1,1,1
comentario_2466177,"  só parar de ver esse canal, simples",0,1,0,1
comentario_2831753,"Toda vez que uma mulher fala da vida financeira de um homem, sei não hein...",1,1,1,1
comentario_1426585,E ela está querendo confusão mesmo,0,1,0,0
comentario_1544076,"Quero pensa que não é pq sua ex fez isso, que vc acredite que ""todas são iguais"",pelo discorrer de seu currículo, homem inteligente, não iria jogar tanta inteligência pela janela.Vc pelo menos ACREDITA que tem uma porcentagem que se salva disso aí nem? Pq se não acredita, ou fica solteiro pra sempre ou se enrola com essas que vc não ""simpatiza"".Creia em Deus meu filho,nem todas as pessoas estão perdidas, se há joio, também tem trigo,pode ser pouco mais tem.",0,1,0,1
comentario_1846156,"Tem muita gente desocupada mesmo e ainda por cima preconceituosa! Queria ver essas madame aqui nas zoropa lavando privada ou fazendo entregas e sendo respeitada, pq aqui o trabalho braçal é respeitado! E quem sabe essas pessoas se curariam desse preconceito social abismal que existe no Brasil!",0,0,0,0
comentario_892234,"@ -rj-brasil1411 Outro fato que acho desnecessário, são aquelas unhas de gel extravagantes. Uma bela mulher não precisa portar nos dedos 5 cm de unha em gel.",1,1,1,0
comentario_1355286,Mano esse cara é uma lenda. Se não tiver dinheiro vai passar a madrugada na lavandaria do restaurante 😅,0,1,0,1
comentario_2998999,Malandro embalando e mané emane kkkkkkk,0,1,0,1
comentario_1314460,"Isso não influência muita na vida da mulher, meu pai é super ausente e não gosto de vestir roupas curtas e nem de ficar ""curtind""  o mundão. Cada mulher age como deseja agir independente de quem esta por perto",0,1,0,1
comentario_1768431,"Ficar sem sexo não tem como é da natureza dos homens, só não precisar casar simples assim.",1,1,0,0
comentario_105308,Depois dos 30 anos elas querem que aqueles caras que elas rejeitaram no passado assuma compromisso com elas.,1,1,1,1
comentario_2498526,eu.fiquei com meu esposo att falecer março agora fez 6 anos.ele n era rico mas nossa uniào for por DEUS.E NÃO POR INTERESSE.,0,1,0,1
comentario_2358901,"Tranqueira ,vulgar e sem graça",1,1,1,1
comentario_2591785,"Acabou o amor. Simples assim. Ninguém é obrigado a ficar com alguém que não ama, ué.",0,1,0,1
comentario_1436345,"As igrejas criam as mulheres como umas deusas que como se tudo der errado a culpa é SOMENTE DO HOMEM,  que são santas , muitas vem marcadas do passado promíscua, carregando e jogando isso no peito do homem de igreja, ficaram com muitos homens e mulheres, e te tratam como uma sub- espécie dela sendo que 99% das invenções , construções , criações , sistema excepcionalmente vitais são os homens que fazem e elas só recebem ou pagam pra ter oque um homem fez e acham que trabalhar e pagar pra ter faz dela tá na mente dela ser melhor que todo mundo, as igrejas pregam homem provedor , linha de frente, aí de vc falhar , de Deus, brilhante e cromado no escuro , com cargos de pastores ou de responsabilidade, se não o cara não têm respeito. Eu vi que as igrejas são máquinas de criar feministas com Bíblia debaixo do braço, e elas usam a palavra de Deus te amaldiçoando, más , coração e maus olhos e Cultura, afinal de contas: ela têm que ver qual o melhor ""macho"" que vai facilitar a vida dela e tbm aceita lá sem que ela precise mudar , como a mulher de Jó que pedia pra ele se matar amaldiçoando a Deus e vale lembrar que:  Eva a   mulher antes de cair , cobiçou a árvore do conhecimento e a promessa do diabo foi ela ter poder sobre o homem e Deus e não precisar de ninguém , fez Adão cair , fazendo amizade com o diabo e escondeu isso dele todo tempo, por amor e Eva já queria o divórcio, satanás sugeriu a Eva o feminismo e o homem deu todo seu poder pra ela que estava caída, ela não merecia e isso nem sendo boa , quem dirá caída. E  se repete com homens dando ouvidos a mulher caída com falsas acusações e fazendo leis pra elas e dando até título de eleitor onde na sua maior parte são de esquerdas ou PIORRRRRRRR ,  se comporta como feminista sem saberem que são . O mundo caiu no marianismo onde a mulher é dona da verdade mesmo sendo bandida e mentirosa, a natureza da mulher é pior e mais profana  que a do homem , mas muitos não estão preparados pra essa conversa.",1,1,1,1
comentario_2790806,"Dá a pulseira e pula fora, arruma uma mulher que valorize a pessoa e nao o objeto.",0,0,0,0
comentario_131939,É exatamente o que está acontecendo com muitas.,0,1,0,1
comentario_2371277,o cara n entendeu q é ironia kkkkkk,0,1,0,1
comentario_2738007,"@  Sim depende. Conheço amigos  mais velhos que cuidam de pai e mãe idosos. Não são do tipo aproveitadores ou ociosos. Solteiros sim, porém  trabalhavam ou já estavam razoavelmente bem estabelecidos.",0,1,0,1
comentario_1854587,Eu bati na trave para ser Pretty Boy,0,1,0,1
comentario_2434138,"Cara  eu faço  essas coisas de olhar a natureza , observadora , as vezes a  madrugada,  esse teu vídeo  me fez me  ver e por mais que tenho chatices oara resolver a vida já vem com o preenchimento     Divino o meu  Mestre, meu criador   e  a natureza que fazem bem. As pessoas precisam   de conectar mais com Deus.  Gostei do papo  "" Sem olhar celular  e  beber  um chá, falar  com pessoas sem querer  nada delas apenas  a presença.  Tu eis   muitíssimo inteligente.  Queria saber  dos teus livros e sei que a rua vivência  está   em viajar muito  mas teus  livros  te oferecem essa riqueza   que  com ótima  retórica  nos passa   conhecimento. Chega a ser poético  tua fala 🌸 Obrigado! A 💖💎🌟🌱🌷",0,1,0,1
comentario_1364122,"Muitas só tem uma PKK já bastante usada por muitos outros machos e ainda exigem para caramba, aí é brincadeira né mesmo.",1,1,1,1
comentario_139950,"  pode até comer certo mano isso funciona? Sim obvio mas pode acredita que mulher por ter tão facilidade de fica com quem quer, uma hora tu pode ser descartado mulheres vivem de forma emoções de momento, ela pode fica apegada a ti a vários tempo por vc ser bom de cama, mas isso tbm pode chega tudo ao fim, pois mulher no vive tão dependente de sexo como a gente vive",1,1,1,1
comentario_1774213,Esse é um grande problema. Levou um ghost do chad e tá perdidinha!!!! Não recebeu atenção se PERDEU TODINHA,1,1,1,0
comentario_1781818,Casadas que querem todos os direitos mas querem ter vida de solteira e privada viva a hipocrisia,1,1,1,1
comentario_765074,"Sugar recursos é da natureza feminina meu caro. As lágrimas delas tem efeito no nossos hormônios, evoluíram pra isso.",1,1,1,1
comentario_2713677,"Bela atuação, teve uma hora que a mulher quase riu ali Mentiraiada do caraio",0,1,1,0
comentario_2968083,"Os dias seria abreviado, as pessoas estao pertubadas consumismo!!!",0,1,0,1
comentario_1696748,"Sempre um machista para socorrer uma feminista!  Trouxas, por isso estamos nessa situação!",1,1,1,1
comentario_1307501,Eles estão com as mulheres que eles querem ou que conseguiram?,0,1,0,1
comentario_142519,"chamaram duas mulheres contra o feminismo pra falar de feminismo, não teve contraponto, então não fez sentido algum porque não houve debate antagônico.",0,1,0,1
comentario_2288686,"O objetivo não é evitar o desamparo das crianças. É gastar menos com auxílios governamentais, terceirizando a lasqueira para os homens.",0,1,0,1
comentario_2137543,"@  É um vídeo para exemplificar como as coisas devem funcionar, é uma vídeo ilustrativo, e óbvio, combinado com a esposa e a mãe. É claro que no dia a dia ele não deve fazer isso, pois cada uma dos partes já conhece seus devidos lugares e papéis na família. A senhora não entendeu a mensagem.",0,1,0,1
comentario_791369,"Quem mora na roça e produz o seu próprio alimento, tem outra vida!",0,1,0,1
comentario_2923233,Elas próprias são as canalhas. Ficam reclamando porque simplesmente perdem para as mais jovens.,1,1,1,1
comentario_771457,So pela sobrancelha e pelo cabelo vcs ja sabem ne😂,1,0,1,0
comentario_1993445,"Oi Copini ...seu mão de alface 😂  to aqui ! Curiosamente aplico a maioria das tuas colocações ja bem antes de conhecer seu canal! Parabéns pelo trabalho  ! E o time  segue ganhando,,,valew",0,1,0,1
